gvkey,iid,datadate,tic,ajexdi,prccd
007154,01,19900911,MCD,4.0000,27.7500
007154,01,19900912,MCD,4.0000,27.5000
007154,01,19900913,MCD,4.0000,26.8750
007154,01,19900914,MCD,4.0000,26.8750
007154,01,19900917,MCD,4.0000,26.3750
007154,01,19900918,MCD,4.0000,26.8750
007154,01,19900919,MCD,4.0000,26.2500
007154,01,19900920,MCD,4.0000,25.7500
007154,01,19900921,MCD,4.0000,25.7500
007154,01,19900924,MCD,4.0000,25.3750
007154,01,19900925,MCD,4.0000,26.1250
007154,01,19900926,MCD,4.0000,25.8750
007154,01,19900927,MCD,4.0000,25.7500
007154,01,19900928,MCD,4.0000,26.0000
007154,01,19901001,MCD,4.0000,27.0000
007154,01,19901002,MCD,4.0000,27.5000
007154,01,19901003,MCD,4.0000,27.0000
007154,01,19901004,MCD,4.0000,27.5000
007154,01,19901005,MCD,4.0000,27.1250
007154,01,19901008,MCD,4.0000,27.2500
007154,01,19901009,MCD,4.0000,26.7500
007154,01,19901010,MCD,4.0000,26.7500
007154,01,19901011,MCD,4.0000,25.6250
007154,01,19901012,MCD,4.0000,26.0000
007154,01,19901015,MCD,4.0000,26.2500
007154,01,19901016,MCD,4.0000,26.8750
007154,01,19901017,MCD,4.0000,26.5000
007154,01,19901018,MCD,4.0000,27.1250
007154,01,19901019,MCD,4.0000,27.5000
007154,01,19901022,MCD,4.0000,27.1250
007154,01,19901023,MCD,4.0000,26.7500
007154,01,19901024,MCD,4.0000,26.2500
007154,01,19901025,MCD,4.0000,25.7500
007154,01,19901026,MCD,4.0000,25.3750
007154,01,19901029,MCD,4.0000,25.6250
007154,01,19901030,MCD,4.0000,25.6250
007154,01,19901031,MCD,4.0000,25.2500
007154,01,19901101,MCD,4.0000,25.5000
007154,01,19901102,MCD,4.0000,25.6250
007154,01,19901105,MCD,4.0000,26.1250
007154,01,19901106,MCD,4.0000,26.3750
007154,01,19901107,MCD,4.0000,26.3750
007154,01,19901108,MCD,4.0000,26.5000
007154,01,19901109,MCD,4.0000,27.2500
007154,01,19901112,MCD,4.0000,28.7500
007154,01,19901113,MCD,4.0000,28.2500
007154,01,19901114,MCD,4.0000,28.7500
007154,01,19901115,MCD,4.0000,28.3750
007154,01,19901116,MCD,4.0000,28.3750
007154,01,19901119,MCD,4.0000,28.5000
007154,01,19901120,MCD,4.0000,28.3750
007154,01,19901121,MCD,4.0000,28.2500
007154,01,19901123,MCD,4.0000,28.7500
007154,01,19901126,MCD,4.0000,28.1250
007154,01,19901127,MCD,4.0000,28.7500
007154,01,19901128,MCD,4.0000,29.1250
007154,01,19901129,MCD,4.0000,28.0000
007154,01,19901130,MCD,4.0000,28.1250
007154,01,19901203,MCD,4.0000,29.3750
007154,01,19901204,MCD,4.0000,29.3750
007154,01,19901205,MCD,4.0000,29.6250
007154,01,19901206,MCD,4.0000,29.6250
007154,01,19901207,MCD,4.0000,30.2500
007154,01,19901210,MCD,4.0000,30.1250
007154,01,19901211,MCD,4.0000,29.8750
007154,01,19901212,MCD,4.0000,30.2500
007154,01,19901213,MCD,4.0000,30.1250
007154,01,19901214,MCD,4.0000,29.3750
007154,01,19901217,MCD,4.0000,29.1250
007154,01,19901218,MCD,4.0000,29.7500
007154,01,19901219,MCD,4.0000,29.3750
007154,01,19901220,MCD,4.0000,29.5000
007154,01,19901221,MCD,4.0000,29.0000
007154,01,19901224,MCD,4.0000,28.3750
007154,01,19901226,MCD,4.0000,28.3750
007154,01,19901227,MCD,4.0000,28.5000
007154,01,19901228,MCD,4.0000,28.7500
007154,01,19901231,MCD,4.0000,29.1250
007154,01,19910102,MCD,4.0000,28.5000
007154,01,19910103,MCD,4.0000,28.1250
007154,01,19910104,MCD,4.0000,28.2500
007154,01,19910107,MCD,4.0000,27.3750
007154,01,19910108,MCD,4.0000,27.5000
007154,01,19910109,MCD,4.0000,27.5000
007154,01,19910110,MCD,4.0000,27.7500
007154,01,19910111,MCD,4.0000,27.1250
007154,01,19910114,MCD,4.0000,26.7500
007154,01,19910115,MCD,4.0000,27.1250
007154,01,19910116,MCD,4.0000,27.0000
007154,01,19910117,MCD,4.0000,28.7500
007154,01,19910118,MCD,4.0000,29.2500
007154,01,19910121,MCD,4.0000,28.7500
007154,01,19910122,MCD,4.0000,28.7500
007154,01,19910123,MCD,4.0000,28.5000
007154,01,19910124,MCD,4.0000,28.3750
007154,01,19910125,MCD,4.0000,28.3750
007154,01,19910128,MCD,4.0000,27.7500
007154,01,19910129,MCD,4.0000,26.7500
007154,01,19910130,MCD,4.0000,27.7500
007154,01,19910131,MCD,4.0000,28.5000
007154,01,19910201,MCD,4.0000,28.6250
007154,01,19910204,MCD,4.0000,29.2500
007154,01,19910205,MCD,4.0000,29.1250
007154,01,19910206,MCD,4.0000,29.1250
007154,01,19910207,MCD,4.0000,28.6250
007154,01,19910208,MCD,4.0000,28.7500
007154,01,19910211,MCD,4.0000,30.0000
007154,01,19910212,MCD,4.0000,31.2500
007154,01,19910213,MCD,4.0000,32.3750
007154,01,19910214,MCD,4.0000,31.6250
007154,01,19910215,MCD,4.0000,31.5000
007154,01,19910219,MCD,4.0000,32.1250
007154,01,19910220,MCD,4.0000,31.8750
007154,01,19910221,MCD,4.0000,32.1250
007154,01,19910222,MCD,4.0000,31.1250
007154,01,19910225,MCD,4.0000,31.0000
007154,01,19910226,MCD,4.0000,30.6250
007154,01,19910227,MCD,4.0000,30.7500
007154,01,19910228,MCD,4.0000,31.6250
007154,01,19910301,MCD,4.0000,32.0000
007154,01,19910304,MCD,4.0000,32.5000
007154,01,19910305,MCD,4.0000,33.1250
007154,01,19910306,MCD,4.0000,33.0000
007154,01,19910307,MCD,4.0000,34.1250
007154,01,19910308,MCD,4.0000,34.0000
007154,01,19910311,MCD,4.0000,32.8750
007154,01,19910312,MCD,4.0000,33.8750
007154,01,19910313,MCD,4.0000,35.1250
007154,01,19910314,MCD,4.0000,35.0000
007154,01,19910315,MCD,4.0000,34.5000
007154,01,19910318,MCD,4.0000,35.0000
007154,01,19910319,MCD,4.0000,34.8750
007154,01,19910320,MCD,4.0000,34.5000
007154,01,19910321,MCD,4.0000,33.2500
007154,01,19910322,MCD,4.0000,33.6250
007154,01,19910325,MCD,4.0000,33.6250
007154,01,19910326,MCD,4.0000,33.8750
007154,01,19910327,MCD,4.0000,34.7500
007154,01,19910328,MCD,4.0000,34.7500
007154,01,19910401,MCD,4.0000,33.8750
007154,01,19910402,MCD,4.0000,34.8750
007154,01,19910403,MCD,4.0000,34.6250
007154,01,19910404,MCD,4.0000,35.5000
007154,01,19910405,MCD,4.0000,35.7500
007154,01,19910408,MCD,4.0000,35.5000
007154,01,19910409,MCD,4.0000,34.3750
007154,01,19910410,MCD,4.0000,34.2500
007154,01,19910411,MCD,4.0000,35.3750
007154,01,19910412,MCD,4.0000,35.1250
007154,01,19910415,MCD,4.0000,34.7500
007154,01,19910416,MCD,4.0000,35.3750
007154,01,19910417,MCD,4.0000,35.3750
007154,01,19910418,MCD,4.0000,35.0000
007154,01,19910419,MCD,4.0000,34.5000
007154,01,19910422,MCD,4.0000,35.0000
007154,01,19910423,MCD,4.0000,34.8750
007154,01,19910424,MCD,4.0000,35.2500
007154,01,19910425,MCD,4.0000,34.7500
007154,01,19910426,MCD,4.0000,34.3750
007154,01,19910429,MCD,4.0000,33.7500
007154,01,19910430,MCD,4.0000,33.5000
007154,01,19910501,MCD,4.0000,34.0000
007154,01,19910502,MCD,4.0000,34.1250
007154,01,19910503,MCD,4.0000,33.5000
007154,01,19910506,MCD,4.0000,33.2500
007154,01,19910507,MCD,4.0000,33.6250
007154,01,19910508,MCD,4.0000,34.0000
007154,01,19910509,MCD,4.0000,34.2500
007154,01,19910510,MCD,4.0000,33.8750
007154,01,19910513,MCD,4.0000,33.7500
007154,01,19910514,MCD,4.0000,33.5000
007154,01,19910515,MCD,4.0000,32.7500
007154,01,19910516,MCD,4.0000,33.0000
007154,01,19910517,MCD,4.0000,33.6250
007154,01,19910520,MCD,4.0000,34.1250
007154,01,19910521,MCD,4.0000,34.7500
007154,01,19910522,MCD,4.0000,34.3750
007154,01,19910523,MCD,4.0000,33.8750
007154,01,19910524,MCD,4.0000,33.7500
007154,01,19910528,MCD,4.0000,34.5000
007154,01,19910529,MCD,4.0000,34.6250
007154,01,19910530,MCD,4.0000,35.2500
007154,01,19910531,MCD,4.0000,35.0000
007154,01,19910603,MCD,4.0000,34.8750
007154,01,19910604,MCD,4.0000,35.0000
007154,01,19910605,MCD,4.0000,34.6250
007154,01,19910606,MCD,4.0000,34.1250
007154,01,19910607,MCD,4.0000,34.1250
007154,01,19910610,MCD,4.0000,33.8750
007154,01,19910611,MCD,4.0000,34.3750
007154,01,19910612,MCD,4.0000,34.0000
007154,01,19910613,MCD,4.0000,34.1250
007154,01,19910614,MCD,4.0000,33.2500
007154,01,19910617,MCD,4.0000,32.7500
007154,01,19910618,MCD,4.0000,32.2500
007154,01,19910619,MCD,4.0000,32.0000
007154,01,19910620,MCD,4.0000,31.8750
007154,01,19910621,MCD,4.0000,32.1250
007154,01,19910624,MCD,4.0000,31.6250
007154,01,19910625,MCD,4.0000,31.6250
007154,01,19910626,MCD,4.0000,31.7500
007154,01,19910627,MCD,4.0000,33.3750
007154,01,19910628,MCD,4.0000,32.8750
007154,01,19910701,MCD,4.0000,33.5000
007154,01,19910702,MCD,4.0000,33.5000
007154,01,19910703,MCD,4.0000,33.0000
007154,01,19910705,MCD,4.0000,33.0000
007154,01,19910708,MCD,4.0000,33.0000
007154,01,19910709,MCD,4.0000,33.0000
007154,01,19910710,MCD,4.0000,33.0000
007154,01,19910711,MCD,4.0000,33.1250
007154,01,19910712,MCD,4.0000,33.0000
007154,01,19910715,MCD,4.0000,33.1250
007154,01,19910716,MCD,4.0000,33.1250
007154,01,19910717,MCD,4.0000,34.0000
007154,01,19910718,MCD,4.0000,33.8750
007154,01,19910719,MCD,4.0000,34.2500
007154,01,19910722,MCD,4.0000,34.2500
007154,01,19910723,MCD,4.0000,33.2500
007154,01,19910724,MCD,4.0000,33.1250
007154,01,19910725,MCD,4.0000,33.0000
007154,01,19910726,MCD,4.0000,32.7500
007154,01,19910729,MCD,4.0000,32.6250
007154,01,19910730,MCD,4.0000,33.0000
007154,01,19910731,MCD,4.0000,32.7500
007154,01,19910801,MCD,4.0000,32.2500
007154,01,19910802,MCD,4.0000,31.7500
007154,01,19910805,MCD,4.0000,31.5000
007154,01,19910806,MCD,4.0000,31.8750
007154,01,19910807,MCD,4.0000,32.6250
007154,01,19910808,MCD,4.0000,33.0000
007154,01,19910809,MCD,4.0000,32.6250
007154,01,19910812,MCD,4.0000,32.1250
